path,file,column,min_1,min_diff_1,min_2,min_diff_1,min_3,max_1,max_diff_1,max_2,max_diff_1,max_3,avg,null
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,fCO2_ATM_interpolated_uatm,-999,1360.417,361.417,0.045,361.462,377.022,0.055,376.967,0.171,376.796,241.551,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,Cruise_ID,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,xCO2_ATM_interpolated_ppm,-999,1375.275,376.275,0.009,376.284,390.352,0.047,390.305,0.048,390.257,255.036,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,LAT_dec_degree,27.2585,0.0028,27.2613,0.0028,27.2641,29.0049,1.00E-04,29.0048,1.00E-04,29.0047,27.8037,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,TEMP_EQU_C,26.04,0.06,26.1,0.02,26.12,29.23,0.01,29.22,0.01,29.21,27.75,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,LONG_dec_degree,-97.0966,0.001,-97.0956,0.001,-97.0946,-84.3253,0.0038,-84.3291,0.172,-84.5011,-92.1223,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,QC_SUBFLAG,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,xCO2_EQU_ppm,-999,1334.339,335.339,0.098,335.437,500.416,0.021,500.395,2.926,497.469,274.9,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,SAL_permil,36.2,,,,,36.2,,,,,36.2,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,fCO2_SW@SST_uatm,-999,1322.224,323.224,0.048,323.272,482.59,0.19,482.4,0.144,482.256,260.34,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,PRES_EQU_hPa,1008.73,1.34,1010.07,0.05,1010.12,1018.06,0.06,1018,0.05,1017.95,1014.29,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,DATE_UTC_ddmmyyyy,20092008,1000000,21092008,1000000,22092008,26092008,1000000,25092008,,,22923810.9,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,TIME_UTC_hh:mm:ss,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0804_leg2.csv,EXPOCODE,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,dfCO2_uatm,-999,978.116,-20.884,0.605,-20.279,68.026,0.747,67.279,1.18,66.099,-84.687,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,JD_GMT,288.88678,0.00088,288.88766,0.00088,288.88854,298.63576,0.00085,298.63491,,,293.75392,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,WOCE_QC_FLAG,3,,,,,3,,,,,3,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,PRES_ATM@SSP_hPa,0,1010.48,1010.48,0.16,1010.64,1023.1,0.1,1023,0.02,1022.98,1017.4,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,SST_C,24,0.0714,24.0714,0.8286,24.9,28.1,0.0291,28.0709,0.0004,28.0705,27,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,xCO2_ATM_ppm,-999,1379.493,380.493,0.025,380.518,461.803,13.321,448.482,39.555,408.927,-872.863,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,fCO2_ATM_interpolated_uatm,-999,1366.097,367.097,0.032,367.129,387.572,0.024,387.548,0.02,387.528,248.085,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,Cruise_ID,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,xCO2_ATM_interpolated_ppm,-999,1379.73,380.73,0.036,380.766,401.022,0.042,400.98,0.041,400.939,259.869,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,LAT_dec_degree,27.6304,0.0003,27.6307,0.001,27.6317,30.1209,0.0031,30.1178,0.7935,29.3243,28.2369,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,TEMP_EQU_C,-999,1023.6,24.6,0.01,24.61,27.93,0.01,27.92,0.01,27.91,-66.53,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,LONG_dec_degree,-94.7255,0.0002,-94.7253,0.0009,-94.7244,-88.5028,0.0003,-88.5031,0.0003,-88.5034,-92.0668,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,QC_SUBFLAG,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,xCO2_EQU_ppm,-999,1377.847,378.847,0.187,379.034,458.042,1.115,456.927,0.028,456.899,265.33,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,SAL_permil,18.279,9.678,27.957,0.048,28.005,36.155,0.017,36.138,0.003,36.135,35.16,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,fCO2_SW@SST_uatm,-999,1358.194,359.194,0.604,359.798,439.259,0.777,438.482,1.192,437.29,254.573,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,PRES_EQU_hPa,1008.39,0.15,1008.54,0.12,1008.66,1021.44,0.01,1021.43,0.01,1021.42,1016.23,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,DATE_UTC_ddmmyyyy,14102008,1000000,15102008,1000000,16102008,24102008,1000000,23102008,,,19363921,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,TIME_UTC_hh:mm:ss,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg1.csv,EXPOCODE,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,dfCO2_uatm,-999,958.276,-40.724,0.057,-40.667,52.516,0.895,51.621,13.209,38.412,-100.104,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,JD_GMT,302.97755,0.00088,302.97843,0.00088,302.97931,317.66392,0.00085,317.66307,,,310.31259,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,WOCE_QC_FLAG,3,,,,,3,,,,,3,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,PRES_ATM@SSP_hPa,1011.82,0.01,1011.83,0.09,1011.92,1032.06,0.08,1031.98,0.06,1031.92,1019.78,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,SST_C,19.8,0.0274,19.8274,0.0021,19.8295,27.1709,0.0414,27.1295,0.0295,27.1,25.5038,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,xCO2_ATM_ppm,-999,1380.966,381.966,0.049,382.015,500.731,20.518,480.213,1.554,478.659,-872.591,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,fCO2_ATM_interpolated_uatm,-999,1370.579,371.579,0.009,371.588,386.665,0.03,386.635,0.051,386.584,251.224,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,Cruise_ID,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,xCO2_ATM_interpolated_ppm,-999,1381.199,382.199,0.006,382.205,397.185,0.032,397.153,0.032,397.121,260.994,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,LAT_dec_degree,26.0042,0.0004,26.0046,0.0003,26.0049,30.0491,0.0035,30.0456,0.0034,30.0422,28.1046,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,TEMP_EQU_C,-999,1018.59,19.59,0.03,19.62,26.56,0.06,26.5,0.01,26.49,-68.1,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,LONG_dec_degree,-89.2876,0.0008,-89.2868,0.0007,-89.2861,-82.5949,0.0027,-82.5976,0.4987,-83.0963,-85.3747,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,QC_SUBFLAG,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,xCO2_EQU_ppm,-999,1343.44,344.44,0.025,344.465,422.499,0.358,422.141,17.052,405.089,248.516,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,SAL_permil,18.279,8.168,26.447,0.22,26.667,36.36,0.004,36.356,0.004,36.352,35.617,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,fCO2_SW@SST_uatm,-999,1336.866,337.866,0.062,337.928,435.876,0.861,435.015,12.344,422.671,242.457,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,PRES_EQU_hPa,1010.35,0.14,1010.49,0.01,1010.5,1030.69,0.01,1030.68,0.02,1030.66,1018.58,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,DATE_UTC_ddmmyyyy,1112008,1000000,2112008,1000000,3112008,31102008,1000000,30102008,17990000,12112008,11329517.2,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,TIME_UTC_hh:mm:ss,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg2.csv,EXPOCODE,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,dfCO2_uatm,-999,926.866,-72.134,2.881,-69.253,537.781,0.042,537.739,0.252,537.487,-102.495,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,JD_GMT,319.9162,0.00088,319.91708,0.00088,319.91796,325.81042,0.00155,325.80887,,,322.85898,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,WOCE_QC_FLAG,2,1,3,,,3,1,2,,,2,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,PRES_ATM@SSP_hPa,1010.02,0.02,1010.04,0.03,1010.07,1025.61,0.06,1025.55,0.06,1025.49,1019.55,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,SST_C,20.7535,0.1955,20.949,0.851,21.8,26.5,0.0019,26.4981,0.0067,26.4914,25.4021,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,xCO2_ATM_ppm,-999,1382.554,383.554,0.017,383.571,608.84,55.876,552.964,79.534,473.43,-871.08,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,fCO2_ATM_interpolated_uatm,-999,1367.953,368.953,0.007,368.96,386.069,0.032,386.037,0.092,385.945,251.365,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,Cruise_ID,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,xCO2_ATM_interpolated_ppm,-999,1382.604,383.604,0.001,383.605,397.799,0.147,397.652,0.147,397.505,261.17,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,LAT_dec_degree,24.8688,0.0017,24.8705,0.0006,24.8711,30.1282,0.0051,30.1231,2.4553,27.6678,26.1842,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,TEMP_EQU_C,-999,1018.54,19.54,0.03,19.57,32.4,6.09,26.31,0.01,26.3,-68.9,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,LONG_dec_degree,-88.4978,0.0046,-88.4932,4.1461,-84.3471,-82.597,0.0016,-82.5986,0.0016,-82.6002,-84.407,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,QC_SUBFLAG,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,xCO2_EQU_ppm,-999,1324.563,325.563,0.812,326.375,903.887,7.535,896.352,41.575,854.777,247.438,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,SAL_permil,32.758,0.111,32.869,0.31,33.179,36.305,0.001,36.304,0.003,36.301,35.835,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,fCO2_SW@SST_uatm,-999,1312.935,313.935,2.756,316.691,911.162,0.027,911.135,0.232,910.903,240.676,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,PRES_EQU_hPa,1008.68,0.4,1009.08,0.01,1009.09,1024.7,0.1,1024.6,0.03,1024.57,1018.41,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,DATE_UTC_ddmmyyyy,14112008,1000000,15112008,1000000,16112008,20112008,1000000,19112008,,,17476881,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,TIME_UTC_hh:mm:ss,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2008/,gu0805_leg3.csv,EXPOCODE,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,dfCO2_uatm,-999,891.036,-107.964,0.45,-107.514,43.892,0.69,43.202,0.052,43.15,-135.114,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,JD_GMT,35.75961,0.00089,35.7605,0.00088,35.76138,51.52248,0.00155,51.52093,,,45.34708,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,WOCE_QC_FLAG,2,1,3,,,3,1,2,,,2.1,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,PRES_ATM@SSP_hPa,1009.94,0.02,1009.96,0.04,1010,1035.31,0.04,1035.27,0.01,1035.26,1017.33,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,SST_C,-999,1013.8636,14.8636,0.2364,15.1,25.4,0.0238,25.3762,0.0266,25.3496,21.1,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,xCO2_ATM_ppm,-999,1386.434,387.434,0.03,387.464,473.536,23.59,449.946,1.864,448.082,-861.706,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,fCO2_ATM_interpolated_uatm,-999,1374.615,375.615,0.035,375.65,401.487,0.077,401.41,0.002,401.408,244.876,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,Cruise_ID,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,xCO2_ATM_interpolated_ppm,-999,1386.526,387.526,0.003,387.529,411.646,0.007,411.639,0.006,411.633,254.38,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,LAT_dec_degree,26.0002,1.00E-04,26.0003,0.0003,26.0006,30.1209,0.0033,30.1176,0.0042,30.1134,27.9607,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,TEMP_EQU_C,-999,1015.23,16.23,0.07,16.3,25.27,0.01,25.26,0.01,25.25,-79.13,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,LONG_dec_degree,-96.5165,0.0006,-96.5159,0.0011,-96.5148,-88.4919,0.0005,-88.4924,0.0009,-88.4933,-92.5493,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,QC_SUBFLAG,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,xCO2_EQU_ppm,-999,1276.774,277.774,0.072,277.846,419.791,0.765,419.026,0.99,418.036,216.064,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,SAL_permil,-999,1030,31,0.033,31.033,36.493,0.002,36.491,0.004,36.487,35.617,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,fCO2_SW@SST_uatm,-999,1270.208,271.208,0.459,271.667,420.76,0.776,419.984,0.062,419.922,209.06,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,PRES_EQU_hPa,1004.54,0.19,1004.73,0.17,1004.9,1033.38,0.22,1033.16,0.2,1032.96,1016.16,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,DATE_UTC_ddmmyyyy,4022009,1000000,5022009,3000000,8022009,20022009,1000000,19022009,,,13870564.9,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,TIME_UTC_hh:mm:ss,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg1.csv,EXPOCODE,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,dfCO2_uatm,-999,905.853,-93.147,0.31,-92.837,306.837,127.775,179.062,11.332,167.73,-131.988,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,JD_GMT,58.09535,0.00088,58.09623,0.00088,58.09711,75.47639,0.00155,75.47484,,,66.73834,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,WOCE_QC_FLAG,2,1,3,,,3,1,2,,,2.1,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,PRES_ATM@SSP_hPa,1009.89,0.04,1009.93,0.02,1009.95,1028.67,0.02,1028.65,0.03,1028.62,1020.14,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,SST_C,-999,1013.7,14.7,0.1,14.8,25.7,0.0219,25.6781,0.0157,25.6624,19.8,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,xCO2_ATM_ppm,-999,1387.095,388.095,0.031,388.126,575.88,81.143,494.737,2.395,492.342,-871.62,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,fCO2_ATM_interpolated_uatm,-999,1376.852,377.852,0.042,377.894,394.676,0.103,394.573,0.009,394.564,257.831,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,Cruise_ID,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,xCO2_ATM_interpolated_ppm,-999,1387.219,388.219,0.008,388.227,402.448,0.023,402.425,0.024,402.401,264.586,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,LAT_dec_degree,24.9849,0.0008,24.9857,0.0002,24.9859,30.3112,0.0012,30.31,1.00E-04,30.3099,28.0263,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,TEMP_EQU_C,-999,1013.79,14.79,0.01,14.8,25.44,0.01,25.43,0.02,25.41,-73.27,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,LONG_dec_degree,-88.5013,0.0035,-88.4978,0.4041,-88.0937,-82.4862,0.0006,-82.4868,0.0005,-82.4873,-85.0769,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,QC_SUBFLAG,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,xCO2_EQU_ppm,-999,1295.249,296.249,0.26,296.509,689.073,121.79,567.283,17.231,550.052,221.504,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,SAL_permil,31.561,0.01,31.571,0.003,31.574,36.357,0.001,36.356,0.002,36.354,35.068,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,fCO2_SW@SST_uatm,-999,1293.625,294.625,0.306,294.931,695.312,127.759,567.553,11.36,556.193,217.232,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,PRES_EQU_hPa,1000.31,1.31,1001.62,0.3,1001.92,1031.57,0.18,1031.39,0.62,1030.77,1018.85,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,DATE_UTC_ddmmyyyy,1032009,1000000,2032009,1000000,3032009,28022009,1000000,27022009,10990000,16032009,10571109.6,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,TIME_UTC_hh:mm:ss,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0901_leg2.csv,EXPOCODE,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,dfCO2_uatm,-999,973.91,-25.09,0.02,-25.07,35.56,1.59,33.97,0.54,33.43,-97.39,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,JD_GMT,97.58763,0.00088,97.58851,0.00088,97.58939,106.49039,0.00088,106.48951,,,101.8586,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,WOCE_QC_FLAG,2,1,3,,,3,1,2,,,2,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,PRES_ATM@SSP_hPa,1005.72,0.01,1005.73,0.17,1005.9,1023.02,0.09,1022.93,0.04,1022.89,1013.53,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,SST_C,23.3,0.0184,23.3184,0.0816,23.4,26.8737,0.0241,26.8496,0.0259,26.8237,25.3696,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,xCO2_ATM_ppm,-999,1387.686,388.686,0.009,388.695,478.959,1.311,477.648,27.891,449.757,-868.561,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,fCO2_ATM_interpolated_uatm,-999,1372.29,373.29,0.05,373.34,382.02,0.04,381.98,0.01,381.97,249.25,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,Cruise_ID,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,xCO2_ATM_interpolated_ppm,-999,1387.73,388.73,0.01,388.74,394.94,0.01,394.93,0.01,394.92,261.17,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,LAT_dec_degree,18.9979,0.0002,18.9981,0.0008,18.9989,25.1731,0.0014,25.1717,0.0007,25.171,22.9097,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,TEMP_EQU_C,-999,1022.42,23.42,0.01,23.43,26.9,0.02,26.88,0.02,26.86,-70.6,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,LONG_dec_degree,-95.9313,0.0023,-95.929,0.9183,-95.0107,-86.9565,1.00E-04,-86.9566,0.0003,-86.9569,-90.242,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,QC_SUBFLAG,,,,,,,,,,,,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,xCO2_EQU_ppm,-999,1366.336,367.336,0.09,367.426,430.409,0.179,430.23,1.66,428.57,258.911,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,SAL_permil,35.453,0.008,35.461,0.003,35.464,36.25,0.018,36.232,0.003,36.229,35.886,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,fCO2_SW@SST_uatm,-999,1353.33,354.33,0.04,354.37,412.1,1.59,410.51,0.47,410.04,246.3,-999
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,PRES_EQU_hPa,998.98,1.64,1000.62,0.81,1001.43,1022.14,0.06,1022.08,0.04,1022.04,1012.3,0
/cdiac/cdiac.ornl.gov/pub8/oceans/Gordon_Gunter/2009/,gu0902_leg1.csv,DATE_UTC_ddmmyyyy,7042009,1000000,8042009,1000000,9042009,16042009,1000000,15042009,,,11420813.2,0
